"LOJA","DATA","PRECO_COMBUSTIVEL","IPC","TAXA_DESEMPREGO","EVENTO "
"1","9/3/2010","2,577","21,153,124,790,000,000","7,787,000,000,000,000","False"
"1","9/10/2010","2,565","21,149,519,019,999,900","7,787,000,000,000,000","True"
"1","9/17/2010","2,582","2,115,224,596","7,787,000,000,000,000","False"
"1","9/24/2010","26,239,999,999,999,900","21,159,722,459,999,900","7,787,000,000,000,000","False"
"1","10/1/2010","2,603","2,116,719,895","7,837,999,999,999,990","False"
"1","10/8/2010","2,633","21,174,675,440,000,000","7,837,999,999,999,990","False"
"1","10/15/2010","2.72","21,181,374,359,999,900","7,837,999,999,999,990","False"
"1","10/22/2010","2,725","2,118,612,937","7,837,999,999,999,990","False"
"1","10/29/2010","2,716","2,119,088,438","7,837,999,999,999,990","False"
"1","11/5/2010","26,889,999,999,999,900","21,195,639,390,000,000","7,837,999,999,999,990","False"
"1","11/12/2010","2,728","212,003,944","7,837,999,999,999,990","False"
"1","11/19/2010","27,710,000,000,000,000","21,188,967,369,999,900","7,837,999,999,999,990","False"
"1","11/26/2010","2,735","21,174,843,330,000,000","7,837,999,999,999,990","True"
"1","12/3/2010","2,708","21,160,719,300,000,000","7,837,999,999,999,990","False"
"1","12/10/2010","2,843","2,114,659,526","7,837,999,999,999,990","False"
"1","12/17/2010","28,689,999,999,999,900","21,140,531,239,999,900","7,837,999,999,999,990","False"
"1","12/24/2010","2,886","2,114,051,222","7,837,999,999,999,990","False"
"1","12/31/2010","2,943","2,114,049,321","7,837,999,999,999,990","True"
"1","1/7/2011","29,760,000,000,000,000","21,140,474,190,000,000","7,742,000,000,000,000","False"
"1","1/14/2011","2,983","2,114,574,109","7,742,000,000,000,000","False"
"1","1/21/2011","3,016","21,182,723,430,000,000","7,742,000,000,000,000","False"
"1","1/28/2011","3.01","21,219,705,770,000,000","7,742,000,000,000,000","False"
"1","2/4/2011","2,989","21,256,688,119,999,900","7,742,000,000,000,000","False"
"1","2/11/2011","3,022","2,129,367,046","7,742,000,000,000,000","True"
"1","2/18/2011","3,045","2,132,478,853","7,742,000,000,000,000","False"
"1","2/25/2011","3,065","213,535,609","7,742,000,000,000,000","False"
"1","3/4/2011","32,880,000,000,000,000","2,138,233,327","7,742,000,000,000,000","False"
"1","3/11/2011","34,589,999,999,999,900","21,411,105,640,000,000","7,742,000,000,000,000","False"
"1","3/18/2011","3,488","2,143,627,114","7,742,000,000,000,000","False"
"1","3/25/2011","34,730,000,000,000,000","21,459,993,889,999,900","7,742,000,000,000,000","False"
"1","4/1/2011","35,239,999,999,999,900","2,148,371,664","7,682","False"
"1","4/8/2011","3,622","21,507,439,390,000,000","7,682","False"
"1","4/15/2011","37,430,000,000,000,000","21,529,185,609,999,900","7,682","False"
"1","4/22/2011","3,807","21,545,990,530,000,000","7,682","False"
"1","4/29/2011","3.81","21,562,795,440,000,000","7,682","False"
"1","5/6/2011","3,906","2,157,960,035","7,682","False"
"1","5/13/2011","38,989,999,999,999,904","2,159,640,526","7,682","False"
"1","5/20/2011","3,907","2,157,339,202","7,682","False"
"1","5/27/2011","3,786","2,155,037,878","7,682","False"
"1","6/3/2011","3,699","21,527,365,530,000,000","7,682","False"
"1","6/10/2011","3,648","21,504,352,290,000,000","7,682","False"
"1","6/17/2011","3,637","21,499,805,959,999,900","7,682","False"
"1","6/24/2011","3,594","21,509,109,819,999,900","7,682","False"
"1","7/1/2011","35,239,999,999,999,900","21,518,413,680,000,000","7,962,000,000,000,000","False"
"1","7/8/2011","3.48","21,527,717,540,000,000","7,962,000,000,000,000","False"
"1","7/15/2011","3,575","2,153,611,087","7,962,000,000,000,000","False"
"1","7/22/2011","36,510,000,000,000,000","2,154,222,784","7,962,000,000,000,000","False"
"1","7/29/2011","3,682","2,154,834,482","7,962,000,000,000,000","False"
"1","8/5/2011","36,839,999,999,999,904","215,544,618","7,962,000,000,000,000","False"
"1","8/12/2011","3,638","2,156,057,878","7,962,000,000,000,000","False"
"1","8/19/2011","3,554","21,566,931,069,999,900","7,962,000,000,000,000","False"
"1","8/26/2011","3,523","21,573,322,579,999,900","7,962,000,000,000,000","False"
"1","9/2/2011","3,533","2,157,971,409","7,962,000,000,000,000","False"
"1","9/9/2011","35,460,000,000,000,000","21,586,105,600,000,000","7,962,000,000,000,000","True"
"1","9/16/2011","35,260,000,000,000,000","2,160,410,526","7,962,000,000,000,000","False"
"1","9/23/2011","3,467","2,163,758,246","7,962,000,000,000,000","False"
"1","9/30/2011","3,355","21,671,059,649,999,900","7,962,000,000,000,000","False"
"1","10/7/2011","3,285","2,170,453,684","78,660,000,000,000,000","False"
"1","10/14/2011","32,739,999,999,999,900","2,173,552,733","78,660,000,000,000,000","False"
"1","10/21/2011","3,353","2,175,159,762","78,660,000,000,000,000","False"
"1","10/28/2011","3,372","21,767,667,909,999,900","78,660,000,000,000,000","False"
"1","11/4/2011","3,332","217,837,382","78,660,000,000,000,000","False"
"1","11/11/2011","32,969,999,999,999,900","21,799,808,489,999,900","78,660,000,000,000,000","False"
"1","11/18/2011","33,080,000,000,000,000","2,182,205,088","78,660,000,000,000,000","False"
"1","11/25/2011","3,236","2,184,676,211","78,660,000,000,000,000","True"
"1","12/2/2011","31,719,999,999,999,900","2,187,147,333","78,660,000,000,000,000","False"
"1","12/9/2011","3,158","21,896,184,559,999,900","78,660,000,000,000,000","False"
"1","12/16/2011","3,159","21,917,945,330,000,000","78,660,000,000,000,000","False"
"1","12/23/2011","3,112","2,193,577,216","78,660,000,000,000,000","False"
"1","12/30/2011","31,289,999,999,999,900","2,195,359,898","78,660,000,000,000,000","True"
"1","1/6/2012","3,157","21,971,425,809,999,900","7,348","False"
"1","1/13/2012","3,261","21,989,252,630,000,000","7,348","False"
"1","1/20/2012","32,680,000,000,000,000","21,998,568,930,000,000","7,348","False"
"1","1/27/2012","3.29","2,200,788,523","7,348","False"
"1","2/3/2012","3.36","2,201,720,153","7,348","False"
"1","2/10/2012","3,409","22,026,517,830,000,000","7,348","True"
"1","2/17/2012","3.51","22,042,575,860,000,000","7,348","False"
"1","2/24/2012","3,555","220,636,902","7,348","False"
"1","3/2/2012","3.63","2,208,480,454","7,348","False"
"1","3/9/2012","36,689,999,999,999,904","22,105,918,870,000,000","7,348","False"
"1","3/16/2012","3,734","22,121,181,319,999,900","7,348","False"
"1","3/23/2012","3,787","2,212,864,126","7,348","False"
"1","3/30/2012","3,845","2,213,610,119","7,348","False"
"1","4/6/2012","3,891","22,143,561,119,999,900","7,143","False"
"1","4/13/2012","3,891","2,215,102,105","7,143","False"
"1","4/20/2012","3,877","22,156,407,369,999,900","7,143","False"
"1","4/27/2012","38,139,999,999,999,904","22,161,793,680,000,000","7,143","False"
"1","5/4/2012","37,489,999,999,999,904","2,216,718","7,143","False"
"1","5/11/2012","3,688","22,172,566,319,999,900","7,143","False"
"1","5/18/2012","3.63","22,174,267,400,000,000","7,143","False"
"1","5/25/2012","35,610,000,000,000,000","221,744,944","7,143","False"
"1","6/1/2012","35,010,000,000,000,000","2,217,472,139","7,143","False"
"1","6/8/2012","3,452","2,217,494,839","7,143","False"
"1","6/15/2012","33,930,000,000,000,000","22,176,264,210,000,000","7,143","False"
"1","6/22/2012","3,346","22,180,302,110,000,000","7,143","False"
"1","6/29/2012","3,286","2,218,434","7,143","False"
"1","7/6/2012","3,227","22,188,377,889,999,900","69,079,999,999,999,904","False"
"1","7/13/2012","32,560,000,000,000,000","22,192,415,789,999,900","69,079,999,999,999,904","False"
"1","7/20/2012","33,110,000,000,000,000","2,219,327,267","69,079,999,999,999,904","False"
"1","7/27/2012","3,407","2,219,412,954","69,079,999,999,999,904","False"
"1","8/3/2012","3,417","2,219,498,642","69,079,999,999,999,904","False"
"1","8/10/2012","34,939,999,999,999,900","2,219,584,329","69,079,999,999,999,904","False"
"1","8/17/2012","3,571","22,203,841,090,000,000","69,079,999,999,999,904","False"
"1","8/24/2012","3.62","22,217,194,569,999,900","69,079,999,999,999,904","False"
"1","8/31/2012","3,638","22,230,548,050,000,000","69,079,999,999,999,904","False"
"1","9/7/2012","3.73","2,224,390,153","69,079,999,999,999,904","True"
"1","9/14/2012","3,717","22,258,201,929,999,900","69,079,999,999,999,904","False"
"1","9/21/2012","3,721","2,227,818,386","69,079,999,999,999,904","False"
"1","9/28/2012","36,660,000,000,000,000","2,229,816,579","69,079,999,999,999,904","False"
"1","10/5/2012","3,617","2,231,814,772","65,729,999,999,999,904","False"
"1","10/12/2012","36,010,000,000,000,000","2,233,812,965","65,729,999,999,999,904","False"
"1","10/19/2012","3,594","2,234,257,233","65,729,999,999,999,904","False"
"1","10/26/2012","35,060,000,000,000,000","22,344,425,130,000,000","65,729,999,999,999,904","False"
"1","11/2/2012","3,386","2,234,627,793","65,729,999,999,999,904","False"
"1","11/9/2012","33,139,999,999,999,900","22,348,130,730,000,000","65,729,999,999,999,904","False"
"1","11/16/2012","3,252","2,235,129,105","65,729,999,999,999,904","False"
"1","11/23/2012","32,110,000,000,000,000","22,356,194,739,999,900","65,729,999,999,999,904","True"
"1","11/30/2012","3,207","22,361,098,419,999,900","65,729,999,999,999,904","False"
"1","12/7/2012","3,198","22,366,002,110,000,000","65,729,999,999,999,904","False"
"1","12/14/2012","3,168","2,237,192,767","65,729,999,999,999,904","False"
"1","12/21/2012","30,980,000,000,000,000","2,238,398,455","65,729,999,999,999,904","False"
"1","12/28/2012","3,108","22,396,041,430,000,000","65,729,999,999,999,904","True"
"1","1/4/2013","3,161","224,080,983","6,525","False"
"1","1/11/2013","32,430,000,000,000,000","2,242,015,518","6,525","False"
"1","1/18/2013","3,237","22,423,581,319,999,900","6,525","False"
"1","1/25/2013","3,227","22,423,555,180,000,000","6,525","False"
"1","2/1/2013","32,439,999,999,999,900","2,242,352,903","6,525","False"
"1","2/8/2013","3,417","22,423,502,889,999,900","6,525","True"
"1","2/15/2013","3,475","2,242,760,526","6,525","False"
"1","2/22/2013","3,597","2,244,202,895","6,525","False"
"1","3/1/2013","37,110,000,000,000,000","22,456,452,630,000,000","6,525","False"
"1","3/8/2013","3,658","22,470,876,319,999,900","6,525","False"
"1","3/15/2013","3,622","2,248,356,808","6,525","False"
"1","3/22/2013","3,611","2,249,193,005","6,525","False"
"1","3/29/2013","36,060,000,000,000,000","2,250,029,202","6,525","False"
"1","4/5/2013","3,583","22,508,653,990,000,000","6,314","False"
"1","4/12/2013","3,529","22,517,015,959,999,900","6,314","False"
"1","4/19/2013","3,451","22,517,015,959,999,900","6,314","False"
"1","4/26/2013","3,417","22,517,015,959,999,900","6,314","False"
"1","5/3/2013","3,386","","","False"
"1","5/10/2013","3,392","","","False"
"1","5/17/2013","34,539,999,999,999,900","","","False"
"1","5/24/2013","34,939,999,999,999,900","","","False"
"1","5/31/2013","3,466","","","False"
"1","6/7/2013","34,389,999,999,999,900","","","False"
"1","6/14/2013","3,431","","","False"
"1","6/21/2013","34,789,999,999,999,900","","","False"
"1","6/28/2013","3,495","","","False"
"1","7/5/2013","34,219,999,999,999,900","","","False"
"1","7/12/2013","3.4","","","False"
"1","7/19/2013","3,556","","","False"
"1","7/26/2013","3.62","","","False"
"2","2/5/2010","2,572","21,075,260,530,000,000","8,324","False"
"2","2/12/2010","2,548","2,108,979,935","8,324","True"
"2","2/19/2010","25,140,000,000,000,000","2,109,451,605","8,324","False"
"2","2/26/2010","25,610,000,000,000,000","21,097,595,730,000,000","8,324","False"
"2","3/5/2010","2,625","2,110,067,542","8,324","False"
"2","3/12/2010","2,667","21,103,755,099,999,900","8,324","False"
"2","3/19/2010","2.72","2,108,733,316","8,324","False"
"2","3/26/2010","27,319,999,999,999,900","2,106,766,095","8,324","False"
"2","4/2/2010","2,719","2,104,798,874","8.2","False"
"2","4/9/2010","2.77","2,102,831,653","8.2","False"
"2","4/16/2010","28,080,000,000,000,000","2,101,495,463","8.2","False"
"2","4/23/2010","2,795","2,101,000,648","8.2","False"
"2","4/30/2010","2.78","2,100,505,833","8.2","False"
"2","5/7/2010","2,835","21,000,110,180,000,000","8.2","False"
"2","5/14/2010","28,539,999,999,999,900","2,099,984,585","8.2","False"
"2","5/21/2010","2,826","2,102,768,443","8.2","False"
"2","5/28/2010","2,759","2,105,552,301","8.2","False"
"2","6/4/2010","2,705","210,833,616","8.2","False"
"2","6/11/2010","2,668","2,111,120,018","8.2","False"
"2","6/18/2010","2,637","21,110,965,430,000,000","8.2","False"
"2","6/25/2010","2,653","2,109,950,134","8.2","False"
"2","7/2/2010","26,689,999,999,999,900","2,108,803,726","8,099","False"
"2","7/9/2010","2,642","21,076,573,169,999,900","8,099","False"
"2","7/16/2010","2,623","2,107,577,954","8,099","False"
"2","7/23/2010","2,608","2,108,921,319","8,099","False"
"2","7/30/2010","2.64","2,110,264,684","8,099","False"
"2","8/6/2010","2,627","21,116,080,490,000,000","8,099","False"
"2","8/13/2010","26,919,999,999,999,900","2,112,951,413","8,099","False"
"2","8/20/2010","26,639,999,999,999,900","21,125,965,860,000,000","8,099","False"
"2","8/27/2010","26,189,999,999,999,900","2,112,241,759","8,099","False"
"2","9/3/2010","2,577","2,111,886,931","8,099","False"
"2","9/10/2010","2,565","21,115,321,040,000,000","8,099","True"
"2","9/17/2010","2,582","2,111,806,415","8,099","False"
"2","9/24/2010","26,239,999,999,999,900","2,112,552,578","8,099","False"
"2","10/1/2010","2,603","2,113,298,742","8,163","False"
"2","10/8/2010","2,633","2,114,044,906","8,163","False"
"2","10/15/2010","2.72","2,114,713,286","8,163","False"
"2","10/22/2010","2,725","2,115,187,208","8,163","False"
"2","10/29/2010","2,716","2,115,661,131","8,163","False"
"2","11/5/2010","26,889,999,999,999,900","21,161,350,530,000,000","8,163","False"
"2","11/12/2010","2,728","2,116,608,975","8,163","False"
"2","11/19/2010","27,710,000,000,000,000","2,115,470,304","8,163","False"
"2","11/26/2010","2,735","2,114,062,867","8,163","True"
"2","12/3/2010","2,708","211,265,543","8,163","False"
"2","12/10/2010","2,843","21,112,479,930,000,000","8,163","False"
"2","12/17/2010","28,689,999,999,999,900","21,106,454,580,000,000","8,163","False"
"2","12/24/2010","2,886","21,106,465,989,999,900","8,163","False"
"2","12/31/2010","2,943","21,106,477,400,000,000","8,163","True"
"2","1/7/2011","29,760,000,000,000,000","21,106,488,810,000,000","8,027,999,999,999,990","False"
"2","1/14/2011","2,983","2,111,176,713","8,027,999,999,999,990","False"
"2","1/21/2011","3,016","21,148,646,910,000,000","8,027,999,999,999,990","False"
"2","1/28/2011","3.01","2,118,552,668","8,027,999,999,999,990","False"
"2","2/4/2011","2,989","21,222,406,459,999,900","8,027,999,999,999,990","False"
"2","2/11/2011","3,022","21,259,286,239,999,900","8,027,999,999,999,990","True"
"2","2/18/2011","3,045","21,290,331,150,000,000","8,027,999,999,999,990","False"
"2","2/25/2011","3,065","213,190,421","8,027,999,999,999,990","False"
"2","3/4/2011","32,880,000,000,000,000","21,347,753,050,000,000","8,027,999,999,999,990","False"
"2","3/11/2011","34,589,999,999,999,900","2,137,646,401","8,027,999,999,999,990","False"
"2","3/18/2011","3,488","2,140,156,238","8,027,999,999,999,990","False"
"2","3/25/2011","34,730,000,000,000,000","21,425,215,730,000,000","8,027,999,999,999,990","False"
"2","4/1/2011","35,239,999,999,999,900","21,448,869,080,000,000","7,931","False"
"2","4/8/2011","3,622","2,147,252,242","7,931","False"
"2","4/15/2011","37,430,000,000,000,000","2,149,420,631","7,931","False"
"2","4/22/2011","3,807","21,510,966,569,999,900","7,931","False"
"2","4/29/2011","3.81","21,527,726,830,000,000","7,931","False"
"2","5/6/2011","3,906","21,544,487,090,000,000","7,931","False"
"2","5/13/2011","38,989,999,999,999,904","2,156,124,735","7,931","False"
"2","5/20/2011","3,907","21,538,347,779,999,900","7,931","False"
"2","5/27/2011","3,786","21,515,448,219,999,900","7,931","False"
"2","6/3/2011","3,699","21,492,548,650,000,000","7,931","False"
"2","6/10/2011","3,648","21,469,649,080,000,000","7,931","False"
"2","6/17/2011","3,637","2,146,513,538","7,931","False"
"2","6/24/2011","3,594","2,147,441,108","7,931","False"
"2","7/1/2011","35,239,999,999,999,900","21,483,686,780,000,000","7,852","False"
"2","7/8/2011","3.48","2,149,296,249","7,852","False"
"2","7/15/2011","3,575","2,150,134,426","7,852","False"
"2","7/22/2011","36,510,000,000,000,000","2,150,749,122","7,852","False"
"2","7/29/2011","3,682","2,151,363,819","7,852","False"
"2","8/5/2011","36,839,999,999,999,904","2,151,978,515","7,852","False"
"2","8/12/2011","3,638","21,525,932,110,000,000","7,852","False"
"2","8/19/2011","3,554","2,153,229,307","7,852","False"
"2","8/26/2011","3,523","21,538,689,700,000,000","7,852","False"
"2","9/2/2011","3,533","2,154,508,632","7,852","False"
"2","9/9/2011","35,460,000,000,000,000","2,155,148,295","7,852","True"
"2","9/16/2011","35,260,000,000,000,000","2,156,944,378","7,852","False"
"2","9/23/2011","3,467","21,602,823,560,000,000","7,852","False"
"2","9/30/2011","3,355","2,163,620,333","7,852","False"
"2","10/7/2011","3,285","21,669,583,109,999,900","7,441","False"
"2","10/14/2011","32,739,999,999,999,900","2,170,048,261","7,441","False"
"2","10/21/2011","3,353","2,171,650,042","7,441","False"
"2","10/28/2011","3,372","2,173,251,824","7,441","False"
"2","11/4/2011","3,332","21,748,536,049,999,900","7,441","False"
"2","11/11/2011","32,969,999,999,999,900","2,176,455,387","7,441","False"
"2","11/18/2011","33,080,000,000,000,000","21,786,702,180,000,000","7,441","False"
"2","11/25/2011","3,236","2,181,130,269","7,441","True"
"2","12/2/2011","31,719,999,999,999,900","21,835,903,190,000,000","7,441","False"
"2","12/9/2011","3,158","218,605,037","7,441","False"
"2","12/16/2011","3,159","21,882,179,280,000,000","7,441","False"
"2","12/23/2011","3,112","2,189,995,495","7,441","False"
"2","12/30/2011","31,289,999,999,999,900","2,191,773,063","7,441","True"
"2","1/6/2012","3,157","219,355,063","7,057","False"
"2","1/13/2012","3,261","21,953,281,980,000,000","7,057","False"
"2","1/20/2012","32,680,000,000,000,000","2,196,258,417","7,057","False"
"2","1/27/2012","3.29","2,197,188,636","7,057","False"
"2","2/3/2012","3.36","21,981,188,540,000,000","7,057","False"
"2","2/10/2012","3,409","21,990,490,730,000,000","7,057","True"
"2","2/17/2012","3.51","22,006,519,930,000,000","7,057","False"
"2","2/24/2012","3,555","22,027,594,399,999,900","7,057","False"
"2","3/2/2012","3.63","2,204,866,886","7,057","False"
"2","3/9/2012","36,689,999,999,999,904","2,206,974,332","7,057","False"
"2","3/16/2012","3,734","22,084,984,680,000,000","7,057","False"
"2","3/23/2012","3,787","2,209,244,858","7,057","False"
"2","3/30/2012","3,845","2,209,991,248","7,057","False"
"2","4/6/2012","3,891","22,107,376,380,000,000","6,891","False"
"2","4/13/2012","3,891","22,114,840,279,999,900","6,891","False"
"2","4/20/2012","3,877","2,212,021,074","6,891","False"
"2","4/27/2012","38,139,999,999,999,904","22,125,581,200,000,000","6,891","False"
"2","5/4/2012","37,489,999,999,999,904","22,130,951,659,999,900","6,891","False"
"2","5/11/2012","3,688","22,136,322,119,999,900","6,891","False"
"2","5/18/2012","3.63","221,380,331","6,891","False"
"2","5/25/2012","35,610,000,000,000,000","2,213,828,029","6,891","False"
"2","6/1/2012","35,010,000,000,000,000","22,138,527,480,000,000","6,891","False"
"2","6/8/2012","3,452","22,138,774,669,999,900","6,891","False"
"2","6/15/2012","33,930,000,000,000,000","2,214,009,901","6,891","False"
"2","6/22/2012","3,346","2,214,411,622","6,891","False"
"2","6/29/2012","3,286","22,148,133,430,000,000","6,891","False"
"2","7/6/2012","3,227","22,152,150,640,000,000","6,565","False"
"2","7/13/2012","32,560,000,000,000,000","2,215,616,784","6,565","False"
"2","7/20/2012","33,110,000,000,000,000","2,215,701,123","6,565","False"
"2","7/27/2012","3,407","2,215,785,461","6,565","False"
"2","8/3/2012","3,417","22,158,697,990,000,000","6,565","False"
"2","8/10/2012","34,939,999,999,999,900","22,159,541,380,000,000","6,565","False"
"2","8/17/2012","3,571","22,167,514,590,000,000","6,565","False"
"2","8/24/2012","3.62","22,180,835,180,000,000","6,565","False"
"2","8/31/2012","3,638","22,194,155,759,999,900","6,565","False"
"2","9/7/2012","3.73","2,220,747,635","6,565","True"
"2","9/14/2012","3,717","2,222,174,395","6,565","False"
"2","9/21/2012","3,721","22,241,693,619,999,900","6,565","False"
"2","9/28/2012","36,660,000,000,000,000","22,261,643,289,999,900","6,565","False"
"2","10/5/2012","3,617","2,228,159,296","6.17","False"
"2","10/12/2012","36,010,000,000,000,000","22,301,542,630,000,000","6.17","False"
"2","10/19/2012","3,594","2,230,598,077","6.17","False"
"2","10/26/2012","35,060,000,000,000,000","2,230,783,366","6.17","False"
"2","11/2/2012","3,386","22,309,686,549,999,900","6.17","False"
"2","11/9/2012","33,139,999,999,999,900","2,231,153,944","6.17","False"
"2","11/16/2012","3,252","2,231,469,028","6.17","False"
"2","11/23/2012","32,110,000,000,000,000","22,319,571,729,999,900","6.17","True"
"2","11/30/2012","3,207","2,232,445,318","6.17","False"
"2","12/7/2012","3,198","2,232,933,463","6.17","False"
"2","12/14/2012","3,168","2,233,523,969","6.17","False"
"2","12/21/2012","30,980,000,000,000,000","2,234,728,642","6.17","False"
"2","12/28/2012","3,108","2,235,933,316","6.17","True"
"2","1/4/2013","3,161","2,237,137,989","6,237","False"
"2","1/11/2013","32,430,000,000,000,000","22,383,426,630,000,000","6,237","False"
"2","1/18/2013","3,237","22,386,882,000,000,000","6,237","False"
"2","1/25/2013","3,227","22,386,900,830,000,000","6,237","False"
"2","2/1/2013","32,439,999,999,999,900","2,238,691,966","6,237","False"
"2","2/8/2013","3,417","2,238,693,849","6,237","True"
"2","2/15/2013","3,475","2,239,106,714","6,237","False"
"2","2/22/2013","3,597","22,405,470,319,999,900","6,237","False"
"2","3/1/2013","37,110,000,000,000,000","224,198,735","6,237","False"
"2","3/8/2013","3,658","2,243,427,668","6,237","False"
"2","3/15/2013","3,622","22,446,943,900,000,000","6,237","False"
"2","3/22/2013","3,611","22,455,271,209,999,900","6,237","False"
"2","3/29/2013","36,060,000,000,000,000","2,246,359,852","6,237","False"
"2","4/5/2013","3,583","2,247,192,583","6,112","False"
"2","4/12/2013","3,529","22,480,253,140,000,000","6,112","False"
"2","4/19/2013","3,451","22,480,253,140,000,000","6,112","False"
"2","4/26/2013","3,417","22,480,253,140,000,000","6,112","False"
"2","5/3/2013","3,386","","","False"
"2","5/10/2013","3,392","","","False"
"2","5/17/2013","34,539,999,999,999,900","","","False"
"2","5/24/2013","34,939,999,999,999,900","","","False"
"2","5/31/2013","3,466","","","False"
"2","6/7/2013","34,389,999,999,999,900","","","False"
"2","6/14/2013","3,431","","","False"
"2","6/21/2013","34,789,999,999,999,900","","","False"
"2","6/28/2013","3,495","","","False"
"2","7/5/2013","34,219,999,999,999,900","","","False"
"2","7/12/2013","3.4","","","False"
"2","7/19/2013","3,556","","","False"
"2","7/26/2013","3.62","","","False"
"3","2/5/2010","2,572","2,144,248,812","7,367,999,999,999,990","False"
"3","2/12/2010","2,548","21,457,479,159,999,900","7,367,999,999,999,990","True"
"3","2/19/2010","25,140,000,000,000,000","21,461,988,680,000,000","7,367,999,999,999,990","False"
"3","2/26/2010","25,610,000,000,000,000","2,146,475,127","7,367,999,999,999,990","False"
"3","3/5/2010","2,625","2,146,751,386","7,367,999,999,999,990","False"
"3","3/12/2010","2,667","21,470,276,459,999,900","7,367,999,999,999,990","False"
"3","3/19/2010","2.72","2,145,301,219","7,367,999,999,999,990","False"
"3","3/26/2010","27,319,999,999,999,900","2,143,241,011","7,367,999,999,999,990","False"
"3","4/2/2010","2,719","21,411,808,030,000,000","7,343","False"
"3","4/9/2010","2.77","21,391,205,950,000,000","7,343","False"
"3","4/16/2010","28,080,000,000,000,000","2,137,726,889","7,343","False"
"3","4/23/2010","2,795","21,372,218,519,999,900","7,343","False"
"3","4/30/2010","2.78","2,136,716,815","7,343","False"
"3","5/7/2010","2,835","2,136,211,778","7,343","False"
"3","5/14/2010","28,539,999,999,999,900","2,136,196,139","7,343","False"
"3","5/21/2010","2,826","2,139,116,886","7,343","False"
"3","5/28/2010","2,759","2,142,037,634","7,343","False"
"3","6/4/2010","2,705","21,449,583,819,999,900","7,343","False"
"3","6/11/2010","2,668","21,478,791,299,999,900","7,343","False"
"3","6/18/2010","2,637","21,478,582,590,000,000","7,343","False"
"3","6/25/2010","2,653","2,146,660,741","7,343","False"
"3","7/2/2010","26,689,999,999,999,900","21,454,632,220,000,000","7,346","False"
"3","7/9/2010","2,642","2,144,265,704","7,346","False"
"3","7/16/2010","2,623","21,441,764,759,999,900","7,346","False"
"3","7/23/2010","2,608","21,455,649,680,000,000","7,346","False"
"3","7/30/2010","2.64","214,695,346","7,346","False"
"3","8/6/2010","2,627","2,148,341,952","7,346","False"
"3","8/13/2010","26,919,999,999,999,900","21,497,304,440,000,000","7,346","False"
"3","8/20/2010","26,639,999,999,999,900","2,149,314,191","7,346","False"
"3","8/27/2010","26,189,999,999,999,900","2,148,897,938","7,346","False"
"3","9/3/2010","2,577","2,148,481,685","7,346","False"
"3","9/10/2010","2,565","2,148,065,431","7,346","True"
"3","9/17/2010","2,582","21,483,224,840,000,000","7,346","False"
"3","9/24/2010","26,239,999,999,999,900","21,490,845,159,999,900","7,346","False"
"3","10/1/2010","2,603","2,149,846,548","7,564","False"
"3","10/8/2010","2,633","215,060,858","7,564","False"
"3","10/15/2010","2.72","2,151,293,114","7,564","False"
"3","10/22/2010","2,725","21,517,838,999,999,900","7,564","False"
